Node,Node type,Lat,Lon,Weight 1,Edge1,Edge1 Name,Type,Weight 2,Edge2,Edge2 Name,Type,Weight 3,Edge3,Edge3 Name,Type,Weight 4,Edge4,Edge4 Name,Type,Weight 5,Edge5,Edge5 Name,Type
105C EDGEFIELD PLAINS SINGAPORE 823105,HDB,1.397672,103.9055988,169,BLK 102C (65079),walking,walk,,,,,,,,,,,,,,,,
105D EDGEFIELD PLAINS SINGAPORE 824105,HDB,1.3971753,103.9052296,185,OPP BLK 103A (65071),walking,walk,202,BLK 102C (65079),walking,walk,,,,,,,,,,,,
47 EDGEFIELD PLAINS WATERBAY SINGAPORE 828713,HDB,1.4012615,103.9074922,187,OPP BLK 296 (65089),walking,walk,,,,,,,,,,,,,,,,
9 SENTUL CRESCENT NURTURESTARS CHILD CARE SINGAPORE 828654,HDB,1.4101133,103.9060319,141,SAM KEE LRT STATION[PW1],walking,walk,138,BEF PUNGGOL DR (65481),walking,walk,217,AFT PUNGGOL DR (65489),walking,walk,,,,,,,,
8A SENTUL CRESCENT TEMPORARY SITE OFFICE SINGAPORE 828655,HDB,1.4091606,103.9036891,139,SAM KEE LRT STATION[PW1],walking,walk,244,AFT PUNGGOL DR (65489),walking,walk,263,BEF PUNGGOL DR (65481),walking,walk,276,BLK 312 CP (65461),walking,walk,,,,
10 SENTUL CRESCENT SAM KEE LRT STATION SINGAPORE 828851,HDB,1.4096127,103.9048316,3,SAM KEE LRT STATION[PW1],walking,walk,157,BEF PUNGGOL DR (65481),walking,walk,183,AFT PUNGGOL DR (65489),walking,walk,393,BLK 312 CP (65461),walking,walk,,,,
37 PUNGGOL FIELD PRIVÉ SINGAPORE 828809,HDB,1.4006763,103.9046998,73,OPP BLK 199C (65081),walking,walk,84,AFT PUNGGOL RD (65209),walking,walk,143,OPP BLK 296 (65089),walking,walk,,,,,,,,
39 PUNGGOL FIELD PRIVÉ SINGAPORE 828810,HDB,1.4011064,103.904428,87,AFT PUNGGOL RD (65209),walking,walk,100,OPP BLK 199C (65081),walking,walk,155,OPP BLK 296 (65089),walking,walk,,,,,,,,
30 PUNGGOL FIELD MASJID AL-ISLAH SINGAPORE 828812,HDB,1.4012199,103.9014812,345,PUNGGOL MRT STATION[NE17],walking,walk,101,OPP BLK 272C (65341),walking,walk,135,BLK 272C (65349),walking,walk,168,OPP BLK 201A (65201),walking,walk,,,,
36 PUNGGOL FIELD EDGEFIELD SECONDARY SCHOOL SINGAPORE 828814,HDB,1.4001793,103.9021412,115,OPP BLK 201A (65201),walking,walk,205,AFT PUNGGOL RD (65209),walking,walk,238,OPP BLK 272C (65341),walking,walk,,,,,,,,
31 PUNGGOL FIELD PRIVÉ SINGAPORE 828816,HDB,1.4010368,103.9039876,62,AFT PUNGGOL RD (65209),walking,walk,118,OPP BLK 201A (65201),walking,walk,147,OPP BLK 199C (65081),walking,walk,,,,,,,,
33 PUNGGOL FIELD PRIVÉ SINGAPORE 828817,HDB,1.4014883,103.9043384,120,AFT PUNGGOL RD (65209),walking,walk,125,OPP BLK 199C (65081),walking,walk,163,OPP BLK 296 (65089),walking,walk,,,,,,,,
35 PUNGGOL FIELD PRIVÉ SINGAPORE 828818,HDB,1.4011746,103.9049323,50,OPP BLK 199C (65081),walking,walk,98,OPP BLK 296 (65089),walking,walk,132,AFT PUNGGOL RD (65209),walking,walk,,,,,,,,
50 PUNGGOL FIELD COVE LRT STATION SINGAPORE 828858,HDB,1.399282,103.9059619,140,BLK 102C (65079),walking,walk,,,,,,,,,,,,,,,,
